,geometry,WAARNEMING_ID,NAAM,CODE,OMSCHRIJVING,STATUSWAARDE,BEMONSTERINGSHOOGTE,REFERENTIEVLAK,OPDRACHTGEVENDE_INSTANTIE,KWALITEITSWAARDE_CODE,WAARDE_LAATSTE_METING,TIJDSTIP_LAATSTE_METING,PARAMETER_WAT_OMSCHRIJVING,BEMONSTERINGSAPPARAATCODE,BEMONSTERINGSMETHODECODE,BEMONSTERINGSSOORTCODE,BIOTAXONCODE,BIOTAXONTYPE,COMPARTIMENTCODE,EENHEIDCODE,GROOTHEIDCODE,HOEDANIGHEIDCODE,MEETAPPARAATCODE,ORGAANCODE,PARAMETERCODE,TYPERINGCODE,GROEPERINGCODE,WAARDEBEPALINGSTECHNIEKCODE,WAARDEBEPALINGSMETHODECODE,WAARDEBEWERKINGSMETHODECODE,index_right,beleidnaambronhouder,identificatie,beleidbronnaam,beleidbronurl,begingeldigheid,beleidbrondatum,beleidnaam,bronhouder,classificatie1,classificatie2,classificatie3
909453,POINT (239571.01986066444 616054.9681653657),5756385,Horsbornzand,horsbornzand,Horsbornzand,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,102.0,1999-09-13T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909525,POINT (151484.81579166203 565306.1851964414),5756635,Kornwerderzand Waddenzee buitenhaven,kornwerderzand.waddenzee.buitenhaven,Kornwerderzand Waddenzee buitenhaven,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,21.0,1960-12-31T23:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10257,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909541,POINT (147700.01683997 581999.9975049143),5756689,"Blauwe Slenk, oost",blauweslenk.oost,"Blauwe Slenk, oost",Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,595.0,1998-12-08T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909555,POINT (151790.97503928177 597886.0505610477),5756736,Oosterom,oosterom,Oosterom,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,47.0,1996-08-15T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909679,POINT (156569.9785860566 591649.9680474056),5757154,Oost Meep,oostmeep,Oost Meep,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,30.0,1995-11-08T07:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909698,POINT (156480.00531856908 576549.9896817596),5757214,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,101.0,1970-12-31T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909761,POINT (193049.9990028506 606799.9731522102),5757451,Holwerderbalg,holwerderbalg,Holwerderbalg,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,24.0,1999-11-17T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909772,POINT (193825.98005279317 607855.0308471824),5757489,"Ameland, oost",ameland.oost,"Ameland, oost",Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,767.0,1994-10-19T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909796,POINT (111849.98711498224 553229.9992972258),5757565,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-23.0,1975-03-13T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
909862,POINT (143870.00713424713 597419.9822211565),5757783,"Terschelling, west",terschelling.west,"Terschelling, west",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,56.0,1979-01-17T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10177,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
910021,POINT (162879.0263491952 589563.9921819731),5758324,Vingegat II,vingegatii,Vingegat II,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,496.0,1998-12-09T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
910046,POINT (146480.95249004939 592823.9435865843),5758403,Slenk zuid,slenkzuid,Slenk zuid,Gecontroleerd,-999999999,NVT,NHXXREG_WAT,00,64.0,2002-06-03T15:10:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
910161,POINT (146480.95249004939 592823.9435865843),5758789,Slenk zuid,slenkzuid,Slenk zuid,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,41.0,1996-11-28T13:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
910302,POINT (197187.9881062099 605126.9829781536),5759288,Smeriggat,smeriggat,Smeriggat,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,85.0,1994-10-19T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
910367,POINT (141758.01485041372 568564.0059316497),5759513,Omdraai,omdraai,Omdraai,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-73.0,1996-10-08T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
